176.001;авгит;1038.30000;0;
176.001;авгит;1025.10000;0;
176.001;авгит;1025.30000;0;
176.001;авгит;1022.90000;0;
176.001;авгит;1022.91000;0;
176.001;авгит;1022.60000;0;
176.001;авгит;1032;5.00000;
176.001;авгит;1033;6.00000;
176.001;авгит;1015;3300.00000;
176.001;авгит;1016;3500.00000;
176.001;авгит;1040.80000;0;
176.001;авгит;1041.35000;0;
176.002;агат_моховой;1032;6.50000;
176.002;агат_моховой;1033;7.00000;
176.002;агат_моховой;1015;2580.00000;
176.002;агат_моховой;1016;2620.00000;
176.003;агат;1025.40500;0;
176.003;агат;1031;7.00000;
176.003;агат;1015;2570.00000;
176.003;агат;1016;2580.00000;
176.003;агат;1045.50000;0;
176.003;агат;1036.05000;0;
176.003;агат;1042.10000;0;
176.003;агат;1044.50000;0;
176.003;агат;1041.19500;0;
176.004;адуляр;1038.20000;0;
176.004;адуляр;1046.40000;0;
176.004;адуляр;1046.65000;0;
176.004;адуляр;1032;6.00000;
176.004;адуляр;1033;6.50000;
176.004;адуляр;1015;2560.00000;
176.004;адуляр;1016;2580.00000;
176.005;азурит;1037.20000;0;
176.005;азурит;1039.20000;0;
176.005;азурит;1038.03000;0;
176.005;азурит;1038.05000;0;
176.005;азурит;1038.93000;0;
176.005;азурит;1038.95000;0;
176.005;азурит;1047.40000;0;
176.005;азурит;1047.50000;0;
176.005;азурит;1047.60000;0;
176.005;азурит;1047.70000;0;
176.005;азурит;1029.10000;0;
176.005;азурит;1030.10000;0;
176.005;азурит;1032;3.50000;
176.005;азурит;1033;4.00000;
176.005;азурит;1014;3800.00000;
176.005;азурит;1040.20000;0;
176.005;азурит;1041.32200;0;
176.005;азурит;1046.10000;0;
176.005;азурит;1046.30000;0;
176.005;азурит;1046.4400;0;
176.006;акантит;1037.20000;0;
176.006;акантит;1039.20000;0;
176.006;акантит;1047.30000;0;
176.006;акантит;1022.02800;0;
176.006;акантит;1036.10000;0;
176.006;акантит;1032;2.00000;
176.006;акантит;1033;2.50000;
176.006;акантит;1042.20000;0;
176.006;акантит;1015;7200.00000;
176.006;акантит;1016;7400.00000;
176.006;акантит;1041.30000;0;
176.006;акантит;1046.63000;0;
176.007;аквамарин;1022.04000;0;
176.007;аквамарин;1022.01000;0;
176.007;аквамарин;1022.06000;0;
176.007;аквамарин;1031;8.00000;
176.007;аквамарин;1038.35000;0;
176.007;аквамарин;1038.02000;0;
176.007;аквамарин;1043.50000;0;
176.008;аксинит;1037.10000;0;
176.008;аксинит;1038.10000;0;
176.008;аксинит;1040.60000;0;
176.008;аксинит;1022.54000;0;
176.008;аксинит;1022.51000;0;
176.008;аксинит;1022.20000;0;
176.008;аксинит;1032;6.50000;
176.008;аксинит;1033;7.00000;
176.008;аксинит;1015;3250.00000;
176.008;аксинит;1016;3300.00000;
176.008;аксинит;1041.19500;0;
176.008;аксинит;1041.90000;0;
176.008;аксинит;1041.91000;0;
176.008;аксинит;1041.92000;0;
176.008;аксинит;1041.93000;0;
176.008;аксинит;1041.94000;0;
176.008;аксинит;1041.95000;0;
176.009;актинолит;1037.20000;0;
176.009;актинолит;1022.05100;0;
176.009;актинолит;1032;5.50000;
176.009;актинолит;1033;6.00000;
176.009;актинолит;1015;3170.00000;
176.009;актинолит;1016;3300.00000;
176.009;актинолит;1040.40000;0;
176.009;актинолит;1041.40000;0;
176.009;актинолит;1041.32280;0;
176.009;актинолит;1041.40000;0;
176.009;актинолит;1041.86000;0;
176.009;актинолит;1046.61510;0;
176.0091;александрит;1027.10000;0;
176.0091;александрит;1038.50000;0;
176.0091;александрит;1031;8.00000;
176.0091;александрит;1015;3500.00000;
176.0091;александрит;1016;3900.00000;
176.01;аллофан;1039.10000;0;
176.01;аллофан;1022.47000;0;
176.01;аллофан;1022.00100;0;
176.01;аллофан;1031;3.00000;
176.01;аллофан;1042.60000;0;
176.01;аллофан;1015;1850.00000;
176.01;аллофан;1016;1890.00000;
176.01;аллофан;1041.30000;0;
176.01;аллофан;1041.32700;0;
176.011;алмаз;1038.70000;0;
176.011;алмаз;1038.80000;0;
176.011;алмаз;1038.60000;0;
176.011;алмаз;1038.90000;0;
176.011;алмаз;1022.00200;0;
176.011;алмаз;1022.02500;0;
176.011;алмаз;1022.03100;0;
176.011;алмаз;1022.20000;0;
176.011;алмаз;1022.50000;0;
176.011;алмаз;1022.05100;0;
176.011;алмаз;1022.02100;0;
176.011;алмаз;1022.53000;0;
176.011;алмаз;1022.40000;0;
176.011;алмаз;1022.51000;0;
176.011;алмаз;1022.80000;0;
176.011;алмаз;1034;2.41700;
176.011;алмаз;1035;0.06300;
176.011;алмаз;1031;10.00000;
176.011;алмаз;1015;3500.00000;
176.011;алмаз;1016;3515.00000;
176.011;алмаз;1090.30000;0;
176.012;алтаит;1022.00100;0;
176.012;алтаит;1032;2.50000;
176.012;алтаит;1033;3.00000;
176.012;алтаит;1015;8200.00000;
176.012;алтаит;1016;8300.00000;
176.012;алтаит;1047.84000;0;
176.012;алтаит;1047.85000;0;
176.013;алунит;1037.60000;0;
176.013;алунит;1039.50000;0;
176.013;алунит;1047.42000;0;
176.013;алунит;1022.00100;0;
176.013;алунит;1036.40000;0;
176.013;алунит;1036.12000;0;
176.013;алунит;1032;3.50000;
176.013;алунит;1033;4.00000;
176.013;алунит;1042.60000;0;
176.013;алунит;1014;2700.00000;
176.013;алунит;1075.60000;0;
176.013;алунит;1041.32400;0;
176.014;альбит;1038.31000;0;
176.014;альбит;1038.51000;0;
176.014;альбит;1047.95000;0;
176.014;альбит;1022.00100;0;
176.014;альбит;1048.20000;0;
176.014;альбит;1048.40000;0;
176.014;альбит;1036.40000;0;
176.014;альбит;1036.12000;0;
176.014;альбит;1036.60000;0;
176.014;альбит;1032;6.00000;
176.014;альбит;1033;6.50000;
176.014;альбит;1042.60000;0;
176.014;альбит;1015;2600.00000;
176.014;альбит;1016;2630.00000;
176.014;альбит;1041.40000;0;
176.014;альбит;1046.40000;0;
176.015;альмандин;1022.20000;0;
176.015;альмандин;1031;7.00000;
176.015;альмандин;1015;3800.00000;
176.015;альмандин;1016;4300.00000;
176.015;альмандин;1041.97000;0;
176.015;альмандин;1041.96000;0;
176.015;альмандин;1041.31000;0;
176.015;альмандин;1041.33000;0;
176.015;альмандин;1041.96100;0;
176.015;альмандин;1041.10000;0;
176.015;альмандин;1041.85000;0;
176.015;альмандин;1043.80000;0;
176.0151;аляскит;1022.51000;0;
176.0151;аляскит;1047.41200;0;
176.0151;аляскит;1098.37000;0;
176.0151;аляскит;1047.41200;0;
176.0151;аляскит;1126.65200;0;
176.016;амазонит;1022.02040;0;
176.016;амазонит;1036.40000;0;
176.016;амазонит;1036.12000;0;
176.016;амазонит;1047.53000;0;
176.016;амазонит;1025.80000;0;
176.016;амазонит;1100.16100;0;
176.016;амазонит;1100.01610;0;
176.016;амазонит;1046.45000;0;
176.016;амазонит;1032;6.00000;
176.016;амазонит;1033;6.50000;
176.016;амазонит;1014;2550.00000;
176.017;амблигонит;1037.10000;0;
176.017;амблигонит;1039.50000;0;
176.017;амблигонит;1047.50250;0;
176.017;амблигонит;1022.00100;0;
176.017;амблигонит;1040.40000;0;
176.017;амблигонит;1082.20000;0;
176.017;амблигонит;1032;6.00000;
176.017;амблигонит;1033;6.50000;
176.017;амблигонит;1042.60000;0;
176.017;амблигонит;1015;2900.00000;
176.017;амблигонит;1016;3100.00000;
176.017;амблигонит;1046.87100;0;
176.018;аметист;1022.53000;0;
176.018;аметист;1047.68500;0;
176.018;аметист;1047.52131;0;
176.018;аметист;1047.80540;0;
176.018;аметист;1041.19500;0;
176.018;аметист;1043.80000;0;
176.018;аметист;1031;7.00000;
176.018;аметист;1015;2630.00000;
176.018;аметист;1016;2650.00000;
176.0181;амозит_асбест ;1022.00100;0;
176.0181;амозит_асбест;1015;2500.00000;
176.0181;амозит_асбест;1016;2600.00000;
176.019;амфибол_асбест ;1050;300.00000;
176.019;амфибол_асбест ;1059;1450.00000;
176.019;амфибол_асбест ;1060;1560.00000;
176.02;амфиболит;1100.02800;0;
176.02;амфиболит;1046.84800;0;
176.02;амфиболит;1015;2900.00000;
176.02;амфиболит;1016;3150.00000;
176.02;амфиболит;1025.37000;0;
176.02;амфиболит;1025.52000;0;
176.021;анальцим;1047.50050;0;
176.021;анальцим;1047.46000;0;
176.021;анальцим;1047.20000;0;
176.021;анальцим;1047.25000;0;
176.021;анальцим;1041.15000;0;
176.021;анальцим;1022.00200;0;
176.021;анальцим;1022.47000;0;
176.021;анальцим;1022.50700;0;
176.021;анальцим;1032;5.50000;
176.021;анальцим;1033;6.00000;
176.021;анальцим;1042.60000;0;
176.021;анальцим;1015;2240.00000;
